application,dataset_seed,infrastructure,task,candidate,provider,region,memory_mb,invocations,duration_ms,cost
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_aws.faas.eu-west-1_mem2048_631b235b,aws,eu-west-1,2048,1000000,120,4.200008
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_aws.faas.eu-west-1_mem4096_c00d0720,aws,eu-west-1,4096,1000000,120,8.200016
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_aws.faas.us-east-1_mem2048_f237c424,aws,us-east-1,2048,1000000,120,4.750008
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_aws.faas.us-east-1_mem4096_dde72ea1,aws,us-east-1,4096,1000000,120,8.750016
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_azure.faas.westeurope_mem2048_21f73a91,azure,westeurope,2048,1000000,120,5.84
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_azure.faas.westeurope_mem4096_41cc658d,azure,westeurope,4096,1000000,120,9.68
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_azure.faas.eastus_mem2048_6f20854c,azure,eastus,2048,1000000,120,5.84
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_azure.faas.eastus_mem4096_0d01093b,azure,eastus,4096,1000000,120,9.68
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_gcp.faas.europe-west1_mem2048_63c58906,gcp,europe-west1,2048,1000000,120,12.52
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_gcp.faas.europe-west1_mem4096_e6047977,gcp,europe-west1,4096,1000000,120,13.12
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_gcp.faas.us-central1_mem2048_6501917d,gcp,us-central1,2048,1000000,120,12.52
arOrch,146588263,infrastructure_50,fCrop,cand_fCrop_gcp.faas.us-central1_mem4096_3c00adb9,gcp,us-central1,4096,1000000,120,13.12
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge1_orig_64e4e0c5,original,,,0,0,9.28247247
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge1_orig_f040d8ed,original,,,0,0,9.28247247
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge1_orig_bd855b7b,original,,,0,0,9.28247247
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge1_orig_79fbd634,original,,,0,0,9.28247247
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge1_orig_87c7884a,original,,,0,0,9.28247247
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge2_orig_ac3afcca,original,,,0,0,12.17459721
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge2_orig_281f3cf8,original,,,0,0,12.17459721
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge2_orig_75353abd,original,,,0,0,12.17459721
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge2_orig_eba00718,original,,,0,0,12.17459721
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge2_orig_6d09bf75,original,,,0,0,12.17459721
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge3_orig_77b7afe6,original,,,0,0,9.62496625
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge3_orig_835460c4,original,,,0,0,9.62496625
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge3_orig_251eb4a7,original,,,0,0,9.62496625
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge3_orig_f61fc68a,original,,,0,0,9.62496625
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge3_orig_16798e0c,original,,,0,0,9.62496625
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge5_orig_194e301a,original,,,0,0,14.45819009
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge5_orig_01a3e18e,original,,,0,0,14.45819009
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge5_orig_dd32aa21,original,,,0,0,14.45819009
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge5_orig_974e0b9f,original,,,0,0,14.45819009
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge5_orig_9b114b0d,original,,,0,0,14.45819009
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge6_orig_ab4a4373,original,,,0,0,9.62567923
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge6_orig_cfdb84aa,original,,,0,0,9.62567923
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge6_orig_8a03b980,original,,,0,0,9.62567923
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge6_orig_7b594a5b,original,,,0,0,9.62567923
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge6_orig_9dc2b123,original,,,0,0,9.62567923
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge8_orig_1daa5464,original,,,0,0,10.06126129
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge8_orig_a8def5e4,original,,,0,0,10.06126129
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge8_orig_39a3a0ef,original,,,0,0,10.06126129
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge8_orig_67bc5cbd,original,,,0,0,10.06126129
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge8_orig_dcc968fe,original,,,0,0,10.06126129
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge12_orig_858e80b9,original,,,0,0,10.4531998
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge12_orig_66859e2e,original,,,0,0,10.4531998
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge12_orig_6c190119,original,,,0,0,10.4531998
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge12_orig_6e4880f4,original,,,0,0,10.4531998
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge12_orig_98398f40,original,,,0,0,10.4531998
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge13_orig_192c1dc3,original,,,0,0,10.81847404
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge13_orig_36bd6b23,original,,,0,0,10.81847404
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge13_orig_ebc2ac77,original,,,0,0,10.81847404
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge13_orig_8df0e019,original,,,0,0,10.81847404
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge13_orig_e6412bda,original,,,0,0,10.81847404
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge17_orig_3fb6c79a,original,,,0,0,10.35453588
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge17_orig_849f88e2,original,,,0,0,10.35453588
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge17_orig_e9557793,original,,,0,0,10.35453588
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge17_orig_0ecd7c06,original,,,0,0,10.35453588
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge17_orig_10add1a9,original,,,0,0,10.35453588
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge18_orig_ea3b5656,original,,,0,0,10.51412758
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge18_orig_60bd2ad9,original,,,0,0,10.51412758
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge18_orig_cef2aec0,original,,,0,0,10.51412758
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge18_orig_0bef19e6,original,,,0,0,10.51412758
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge18_orig_0ac4795c,original,,,0,0,10.51412758
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge19_orig_5e695636,original,,,0,0,11.56572135
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge19_orig_4f29ecdf,original,,,0,0,11.56572135
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge19_orig_93c47c02,original,,,0,0,11.56572135
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge19_orig_a411317e,original,,,0,0,11.56572135
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge19_orig_b302ea5e,original,,,0,0,11.56572135
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge21_orig_f9f0daa1,original,,,0,0,10.96665451
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge21_orig_5c3df01d,original,,,0,0,10.96665451
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge21_orig_17d784e3,original,,,0,0,10.96665451
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge21_orig_7af454e2,original,,,0,0,10.96665451
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge21_orig_ad3b89bd,original,,,0,0,10.96665451
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge22_orig_1e17dfcb,original,,,0,0,11.55317679
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge22_orig_61a9d3a2,original,,,0,0,11.55317679
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge22_orig_0ac92482,original,,,0,0,11.55317679
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge22_orig_37a49391,original,,,0,0,11.55317679
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge22_orig_f35f38e3,original,,,0,0,11.55317679
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge23_orig_7219b961,original,,,0,0,12.50354605
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge23_orig_272e96e7,original,,,0,0,12.50354605
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge23_orig_2a2cb6d7,original,,,0,0,12.50354605
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge23_orig_3b60a2b6,original,,,0,0,12.50354605
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge23_orig_a7d96e20,original,,,0,0,12.50354605
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge24_orig_48684747,original,,,0,0,13.25912846
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge24_orig_c07bdf0b,original,,,0,0,13.25912846
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge24_orig_9f8d512a,original,,,0,0,13.25912846
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge24_orig_0d20ebe1,original,,,0,0,13.25912846
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge24_orig_638f675b,original,,,0,0,13.25912846
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge25_orig_adacd04d,original,,,0,0,8.34945017
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge25_orig_c6b4e2cd,original,,,0,0,8.34945017
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge25_orig_b3c50d13,original,,,0,0,8.34945017
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge25_orig_1cd1e091,original,,,0,0,8.34945017
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge25_orig_4924a245,original,,,0,0,8.34945017
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge26_orig_604d02b4,original,,,0,0,11.89801305
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge26_orig_6840c432,original,,,0,0,11.89801305
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge26_orig_030d25cb,original,,,0,0,11.89801305
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge26_orig_df921f66,original,,,0,0,11.89801305
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge26_orig_2784e317,original,,,0,0,11.89801305
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge28_orig_eaf418b0,original,,,0,0,8.30714615
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge28_orig_f68c9ed1,original,,,0,0,8.30714615
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge28_orig_787047e0,original,,,0,0,8.30714615
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge28_orig_64b88b2a,original,,,0,0,8.30714615
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge28_orig_20453800,original,,,0,0,8.30714615
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge31_orig_7d11cff7,original,,,0,0,13.37518487
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge31_orig_5400ddfd,original,,,0,0,13.37518487
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge31_orig_b0f045ac,original,,,0,0,13.37518487
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge31_orig_5588b15b,original,,,0,0,13.37518487
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_edge31_orig_34bac710,original,,,0,0,13.37518487
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog3_orig_872f09e2,original,,,0,0,20.2997159
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog3_orig_80d7d6c6,original,,,0,0,20.2997159
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog3_orig_8d7eba3d,original,,,0,0,20.2997159
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog3_orig_0ae48b83,original,,,0,0,20.2997159
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog3_orig_1061ca24,original,,,0,0,20.2997159
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog4_orig_378b0893,original,,,0,0,22.36901632
arOrch,146588263,infrastructure_50,fGeo,cand_fGeo_fog4_orig_ca33ef3f,original,,,0,0,22.36901632
